"date","positive","death","recovered","positive7","death7","recovered7","dif_pos7","dif_dea7","dif_rec7","testPosRate7","Einfected","Epositive","dif_Epositive","dif_Erecovered","Einfected_U","Einfected_L","Epositive_U","Epositive_L","confirmRate_k_U","confirmRate_k_L","dif_Epositive_U","dif_Epositive_L","CFR","CFRadj","ECFR_k","EIFRadj_k","confirmRate_k","NCC7PerEinfected_k","cumIncidence","cumIncidence_U","cumIncidence_L","difEposPerEinfected_k","ascertainmentRate","docuTransmissionRate"
2020-03-13,1,0,NA,1,0,NA,NA,NA,NA,NA,173.160173160173,173.160173160173,NA,NA,293.040293040293,85.9291084854995,293.040293040293,85.9291084854995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022722583354133,0.038453602599302,0.0112758684313743,NA,NA,NA
2020-03-14,1,0,NA,1,0,NA,0,0,NA,NA,238.095238095238,238.095238095238,64.9350649350649,0,402.930402930403,118.152524167562,402.930402930403,118.152524167562,NA,NA,109.89010989011,32.2234156820623,NA,NA,NA,NA,NA,NA,0.0312435521119329,0.0528737035740403,0.0155043190931396,NA,NA,NA
2020-03-15,1,0,NA,1,0,NA,0,0,NA,NA,303.030303030303,303.030303030303,64.935064935065,0,512.820512820513,150.375939849624,512.820512820513,150.375939849624,NA,NA,109.89010989011,32.2234156820623,NA,NA,NA,NA,NA,NA,0.0397645208697328,0.0672938045487785,0.019732769754905,NA,NA,NA
2020-03-16,1,0,NA,1,0,NA,0,0,NA,NA,346.320346320346,346.320346320346,43.2900432900433,0,586.080586080586,171.858216970999,586.080586080586,171.858216970999,NA,NA,73.2600732600732,21.4822771213749,NA,NA,NA,NA,NA,NA,0.045445166708266,0.0769072051986041,0.0225517368627486,NA,NA,NA
2020-03-17,3,0,NA,1.4,0,NA,0.4,0,NA,NA,389.61038961039,389.61038961039,43.2900432900433,0,659.340659340659,193.340494092374,659.340659340659,193.340494092374,70.3932921359217,24.7217291436574,73.2600732600733,21.4822771213749,NA,NA,NA,NA,34.9320096313597,0.1155,0.0511258125467993,0.0865206058484296,0.0253707039705921,12.5,34.9320096313597,0.1155
2020-03-18,6,0,NA,2.16666666666667,0,NA,0.766666666666667,0,NA,NA,391.795314931506,391.795314931506,2.18492532111617,0,662.427977056888,194.424742747965,662.427977056888,194.424742747965,70.7094874144375,24.8327751509513,3.08731771622911,1.08424865559149,NA,NA,NA,NA,35.088918566563,0.196777777777778,0.0514125248249494,0.0869257326906326,0.0255129822439599,0.560797499086483,35.088918566563,0.196777777777778
2020-03-19,19,0,NA,4.57142857142857,0,NA,2.4047619047619,0,NA,NA,398.618214107858,398.618214107858,6.82289917635262,0,672.068790543565,197.810542339238,672.068790543565,197.810542339238,71.0249334000881,24.9435580107961,9.64081348667685,3.38579959127273,NA,NA,NA,NA,35.2454556722242,0.613779487195615,0.0523078455700269,0.0881908283766367,0.0259572767490359,1.74144480965665,35.2454556722242,0.613779487195615
2020-03-20,26,0,NA,8.14285714285714,0,NA,3.57142857142857,0,NA,NA,408.706536557679,408.706536557679,10.0883224498205,0,686.323674372021,202.816777539901,686.323674372021,202.816777539901,71.3396080742621,25.054069990379,14.2548838284559,5.00623520066279,NA,NA,NA,NA,35.4016100218143,0.895948535502169,0.0536316646883953,0.0900613958407612,0.0266142095446172,2.53082325211832,35.4016100218143,0.895948535502169
2020-03-21,28,0,NA,12,0,NA,3.85714285714286,0,NA,NA,419.554196798057,419.554196798057,10.8476602403777,0,701.651508836699,208.199826982494,701.651508836699,208.199826982494,71.6534911721817,25.1643039728238,15.3278344646782,5.38304944259343,NA,NA,NA,NA,35.5573715591278,0.943736520759778,0.055055126328049,0.0920727590191742,0.0273205890048965,2.65414405449491,35.5573715591278,0.943736520759778
2020-03-22,28,0,NA,15.8571428571429,0,NA,3.85714285714286,0,NA,NA,430.354666402445,430.354666402445,10.8004696043882,0,716.912662538826,213.559458515499,716.912662538826,213.559458515499,71.9665677274739,25.2742547020242,15.2611537021265,5.35963153300466,NA,NA,NA,NA,35.7127328572427,0.919332981626735,0.0564723954747048,0.0940753721532928,0.0280238954987257,2.57427280833202,35.7127328572427,0.919332981626735
