"date","positive","death","recovered","positive7","death7","recovered7","dif_pos7","dif_dea7","dif_rec7","testPosRate7","Einfected","Epositive","dif_Epositive","dif_Erecovered","Einfected_U","Einfected_L","Epositive_U","Epositive_L","confirmRate_k_U","confirmRate_k_L","dif_Epositive_U","dif_Epositive_L","CFR","CFRadj","ECFR_k","EIFRadj_k","confirmRate_k","NCC7PerEinfected_k","cumIncidence","cumIncidence_U","cumIncidence_L","difEposPerEinfected_k","ascertainmentRate","docuTransmissionRate"
2020-12-09,152288,1728,NA,147753.714285714,1716.57142857143,NA,1524.42857142858,4,NA,NA,26703.4971164428,285243.549064495,2385.56694827479,1612.66233766236,54269.5801611564,26703.4971164428,484577.092981669,171044.858810244,99,40.4465172695254,3768.998357189,1539.82683982683,1.13469216221895,1.33768541237136,0.605798099787803,0.698189772937486,63.9021500751027,5.87794171422461,10.8138060857608,18.3706966705867,6.4844444027097,9.19839765262742,63.9021500751027,5.87794171422461
2020-12-10,154376,1728,NA,149273.285714286,1719.57142857143,NA,1519.57142857142,3,NA,NA,27537.4176101687,287628.625402376,2385.07633788168,1548.15584415582,55407.7264714486,27034.785000149,488345.316215038,172579.779445164,99,40.3259396926123,3768.22323336906,1534.92063492065,1.11934497590299,1.32085741060592,0.60077469604516,0.691400482008627,63.7116474821539,5.69050474147482,10.9042261955308,18.5135529611747,6.54263444471943,8.93170032180187,63.7116474821539,5.69050474147482
2020-12-11,156225,1728,NA,150927.571428571,1722.14285714286,NA,1654.28571428571,2.57142857142844,NA,NA,28806.2173748482,290233.130794762,2604.50539238518,1333.13419913422,57257.8528949841,27410.3520997161,492460.21919535,174250.77511616,99,40.2023017845306,4114.90298031206,1670.99567099568,1.10609697551608,1.31735820231693,0.595383440638951,0.685485454504504,63.5163098192209,6.00738265088235,11.0029650324123,18.6695521521705,6.60598319779572,9.45805968175978,63.5163098192209,6.00738265088235
2020-12-12,158336,1728,NA,152644.142857143,1724.28571428571,NA,1716.57142857145,2.14285714285711,NA,NA,30329.1882377709,292944.244514827,2711.11372006556,1186.00000000003,59568.7376610523,27956.1197764838,496743.554510869,175984.685650071,99,40.0755790085402,4283.33531551884,1733.91053391059,1.09135004042037,1.30190777488105,0.589873340185231,0.67904327869343,63.3160983202848,5.95900612226276,11.1057454743938,18.8319367447554,6.67171710254225,9.41155752866302,63.3160983202848,5.95900612226276
2020-12-13,160146,1728,NA,154354.714285714,1726.14285714286,NA,1710.57142857142,1.85714285714289,NA,NA,31901.8923441129,295654.662906883,2710.41839205625,1135.8571428571,62097.7326576176,28546.2554186194,501025.791265676,177712.535577921,99,39.9457462656933,4282.23675480695,1727.84992784992,1.07901539844892,1.28998576884027,0.584465667820106,0.672471227748333,63.1109733310855,5.63999613974434,11.2084995559466,18.9942796900443,6.73722124497192,8.9366664574319,63.1109733310855,5.63999613974434
2020-12-14,161845,1728,NA,156308,1727.28571428571,NA,1953.28571428571,1.14285714285711,NA,NA,33718.0880320679,298760.001451981,3105.33854509791,1288,65714.767714892,29230.1284344924,505931.969180094,179685.551450937,99,39.8127778559712,4906.17791441735,1973.01587301586,1.0676882202107,1.29083985194469,0.578390678672471,0.667048711813709,62.9008942477199,6.12276908043921,11.3262253694399,19.1802767327917,6.81201982017159,9.73402615619748,62.9008942477199,6.12276908043921
2020-12-15,163792,1740,NA,158144,1729.71428571429,NA,1836,2.42857142857156,NA,NA,35183.2658289335,301688.893534561,2928.89208257978,1461.28571428574,68878.4605349019,29620.9596033236,510559.376285818,181540.096905482,99,39.6766473762147,4627.40710572404,1854.54545454547,1.06232294617564,1.29265477854159,0.576753084813401,0.667392463299029,62.6858193553818,5.44513260425473,11.4372619595083,19.3557053561042,6.88232708912984,8.68641211148815,62.6858193553818,5.44513260425473
2020-12-16,166230,1765,NA,160135.714285714,1735,NA,1991.71428571429,5.28571428571422,NA,NA,36813.6153710262,304877.385933797,3188.49239923561,1552.8571428571,72357.8718001951,30074.6493580134,515596.930408254,183551.929517315,99,39.5373277846022,5037.55412243609,2011.83261183262,1.06178186849546,1.28715882872256,0.578921258654213,0.673347981080547,62.4657059302308,5.66095555490472,11.5581402006616,19.5466829736707,6.95859723726367,9.06252539129981,62.4657059302308,5.66095555490472
2020-12-17,167612,1788,NA,162026.571428571,1743.57142857143,NA,1890.85714285713,8.57142857142867,NA,NA,38231.457157256,307915.370577169,3037.98464337265,1611.57142857148,75537.4932667144,30364.4632108272,520396.694731916,185461.886227271,99,39.3947913970583,4799.76432366215,1909.95670995669,1.06674939741785,1.27178869447061,0.580679034193226,0.678225918878871,62.2405102337188,5.13628639711123,11.6733125750508,19.7286457939472,7.03100519026176,8.25233982795307,62.2405102337188,5.13628639711123
2020-12-18,169860,1868,NA,163974.428571429,1763.57142857143,NA,1947.85714285716,20,NA,NA,39924.9318029553,311056.559508583,3141.18893141358,1427.71428571426,79052.597538945,30884.2813926455,525359.513289861,187429.418694804,99,39.2490098139664,4962.81855794496,1967.5324675325,1.09972918874367,1.27060291111646,0.600533871702023,0.703864921953166,62.010187396802,5.09489616553944,11.7923975047344,19.9167901277996,7.10559588526999,8.21624171554081,62.010187396802,5.09489616553944
